iter	Logloss
622	0.2374135124
623	0.237316471
624	0.2371802644
625	0.2370999159
626	0.2370104398
627	0.2369523941
628	0.2367750458
629	0.236658441
630	0.2366446603
631	0.2363021342
632	0.2361828356
633	0.2361722
634	0.2360440937
635	0.2359428187
636	0.2356919092
637	0.2356010361
638	0.2355287131
639	0.2354831628
640	0.235380486
641	0.2353737529
642	0.235285244
643	0.2352720298
644	0.2351850293
645	0.2349745384
646	0.234878579
647	0.234809653
648	0.2347951483
649	0.2347091715
650	0.2345575448
651	0.2345407356
652	0.2343991734
653	0.2341858177
654	0.2341436866
655	0.2340301408
656	0.2340244091
657	0.2339071753
658	0.2337849114
659	0.2336806278
660	0.2336657235
661	0.2335493342
662	0.2334547962
663	0.2333844888
664	0.2332856646
665	0.2331516994
666	0.2329759582
667	0.2328638545
668	0.2327678271
669	0.2327070453
670	0.2326392422
671	0.2323415982
672	0.2323101226
673	0.2322801815
674	0.232213273
675	0.2321187941
676	0.2319424756
677	0.231768945
678	0.2316826118
679	0.2316274311
680	0.2314590897
681	0.2313367265
682	0.2312251812
683	0.2311522374
684	0.2310911284
685	0.2310594838
686	0.2310342406
687	0.2309443454
688	0.2308755701
689	0.2308472856
690	0.2306858705
691	0.230557642
692	0.230477946
693	0.2302873932
694	0.2302821735
695	0.23020747
696	0.2301445089
697	0.2299773218
698	0.2299245315
699	0.2299173727
700	0.2299101931
701	0.22981914
702	0.2296854146
703	0.2295061118
704	0.229443367
705	0.2292786564
706	0.2291481654
707	0.2290831031
708	0.2288786632
709	0.228831511
710	0.2287514677
711	0.2287282338
712	0.2286392891
713	0.2285172748
714	0.2285151381
715	0.2283923141
716	0.2283702273
717	0.228268385
718	0.2281248286
719	0.2280066399
720	0.2279102773
721	0.2278636007
722	0.227783443
723	0.2277322824
724	0.2277274891
725	0.2276433428
726	0.2274698786
727	0.2273664066
728	0.2272726652
729	0.2272686524
730	0.2271391008
731	0.2270135058
732	0.2269038517
733	0.2267834296
734	0.2267476047
735	0.2265095857
736	0.2264202399
737	0.226329473
738	0.2261915646
739	0.2260724541
740	0.226005706
741	0.2259951249
742	0.2258842468
743	0.2257869957
744	0.2257464348
745	0.2256081737
746	0.2254520668
747	0.2253682179
748	0.2252943456
749	0.2251316428
750	0.2248297096
751	0.2247937378
752	0.2245887563
753	0.2245298074
754	0.2244586231
755	0.2243365266
756	0.2240750253
757	0.2240051365
758	0.2239278018
759	0.2237622978
760	0.2236898387
761	0.2236843306
762	0.2236165963
763	0.2235453179
764	0.2235106935
765	0.2234992183
766	0.2233519984
767	0.2232541338
768	0.2232211427
769	0.223051128
770	0.2228345911
771	0.2228118941
772	0.2227551967
773	0.2226960213
774	0.2226097783
775	0.2224693012
776	0.2224447764
777	0.2224067948
778	0.222248741
779	0.2221622983
780	0.2221245416
781	0.2220757964
782	0.2219630485
783	0.2218210521
784	0.2217460894
785	0.2216670555
786	0.2215800911
787	0.2214973465
788	0.2212365719
789	0.2211388692
790	0.2210498676
791	0.2209091586
792	0.2207153055
793	0.2205379667
794	0.2203837165
795	0.2203216834
796	0.220302384
797	0.2201345627
798	0.2201147363
799	0.2201024282
800	0.2200263452
801	0.2198796974
802	0.2196955555
803	0.2195930116
804	0.2194229173
805	0.2192224798
806	0.2191798432
807	0.2191023634
808	0.2189580425
809	0.2189081092
810	0.2187527878
811	0.218645591
812	0.2185766923
813	0.2183968486
814	0.2183032474
815	0.2182108771
816	0.2181610409
817	0.2179993314
818	0.2179344944
819	0.2178935981
820	0.2178732659
821	0.2177749389
822	0.2177256145
823	0.2175456055
824	0.2174592403
825	0.2173436242
826	0.2172469824
827	0.2171829039
828	0.2169885505
829	0.2169848108
830	0.2167528752
831	0.2165668455
832	0.21652416
833	0.2163881096
834	0.2163499082
835	0.2163137294
836	0.2162732764
837	0.2162470477
838	0.2162438489
839	0.2161253035
840	0.2160290689
841	0.2159231382
842	0.215839737
843	0.2157961192
844	0.2157491326
845	0.2157107451
846	0.2156721227
847	0.2156210351
848	0.2155403383
849	0.2155124997
850	0.2152631603
851	0.2151053919
852	0.215048882
853	0.2150389674
854	0.2149112647
855	0.2148509232
856	0.2147745959
857	0.2147273183
858	0.214704733
859	0.2145952972
860	0.2145420028
861	0.2144331454
862	0.2143576043
863	0.2142824891
864	0.2142656379
865	0.2142296878
866	0.2141802196
867	0.2141026444
868	0.2140284351
869	0.2139907412
870	0.2139249181
871	0.2138431102
872	0.2138109068
873	0.2136289402
874	0.2135128233
875	0.2134133794
876	0.2133279132
877	0.2131980252
878	0.2130961613
879	0.2130594014
880	0.2129968629
881	0.212922236
882	0.2128606068
883	0.212746545
884	0.2125904957
885	0.2124868981
886	0.2124257973
887	0.2124018636
888	0.2122175657
889	0.2121510348
890	0.2120985923
891	0.2120541843
892	0.2120464823
893	0.2118851323
894	0.2118755375
895	0.2118411588
896	0.2118194759
897	0.2117991857
898	0.2117628853
899	0.2116665733
900	0.2116002786
901	0.2115224524
902	0.211386912
903	0.2113539279
904	0.2113205063
905	0.2112698598
906	0.2112264358
907	0.2111762319
908	0.2111709834
909	0.2110528703
910	0.2110151527
911	0.2108822798
912	0.2108350923
913	0.2108130011
914	0.2107639077
915	0.2107027302
916	0.2106108543
917	0.21055611
918	0.2104512489
919	0.210231578
920	0.2100963559
921	0.210029002
922	0.2098507332
923	0.2096789449
924	0.2094695848
925	0.2094250739
926	0.2092745156
927	0.2092223849
928	0.2091180343
929	0.2090766803
930	0.2090424858
931	0.2089944424
932	0.2089909985
933	0.2089384361
934	0.2088880453
935	0.20876185
936	0.2087010873
937	0.2086665607
938	0.2086232548
939	0.2085804077
940	0.2084283997
941	0.2083004176
942	0.2082281776
943	0.2081809431
944	0.2081755418
945	0.2081621582
946	0.2079330439
947	0.2079214228
948	0.2078959565
949	0.2078652895
950	0.2078082318
951	0.2078049758
952	0.2076691442
953	0.2076329582
954	0.2074311801
955	0.2073840671
956	0.2073134745
957	0.2072842109
958	0.2072780889
959	0.2072280273
960	0.207128944
961	0.2069872884
962	0.2068741004
963	0.2068672904
964	0.2067956307
965	0.2066178309
966	0.2065936272
967	0.2065149081
968	0.206404575
969	0.2061509892
970	0.2061182522
971	0.2060451934
972	0.2060340197
973	0.2059050361
974	0.2058648306
975	0.2058606612
976	0.2058524002
977	0.2057910191
978	0.2057578517
979	0.2057084549
980	0.2055388095
981	0.2053516202
982	0.2053426634
983	0.2053364942
984	0.2052943694
985	0.2052652832
986	0.2050508489
987	0.2049438075
988	0.2048938108
989	0.2048618035
990	0.2047764944
991	0.2046976488
992	0.2046511604
993	0.2045388497
994	0.2044483117
995	0.2043549928
996	0.2043024653
997	0.2042796842
998	0.2042636985
999	0.2042070338
